編號,來源,漢字
1169,日語外來詞kap例句,遐的政治人物嘛攏有予報紙報出來講揣人去khiű-khé。
1170,日語外來詞kap例句,阿基師去khiű-khé去予人tsang著。
1171,日語外來詞kap例句,咱已經行一段路ā，先揣一間hoo-thé-luh khiű-khé一下好無？
1172,日語外來詞kap例句,你欲啉茶是無？這塊khok-puh無人用，你會用得提去啉。
1173,日語外來詞kap例句,路當咧埋水管，等埋好勢會鞏 khōng-ku-lí。
1174,日語外來詞kap例句,外口當咧修路，修理了會鋪 khōng-ku-lí。
1175,日語外來詞kap例句,逐家攏愛啉khòng-buh湯。
1176,日語外來詞kap例句,各位媽媽若欲𤉙湯，khòng-buh佮mí-sooh是上著味的。
1177,日語外來詞kap例句,這馬無人會著khoo-lé-lah矣。
1178,日語外來詞kap例句,建設公司共政府官員oo-se，in董的已經去hőng關起來矣。
1179,日語外來詞kap例句,你這擺𤆬團有提偌濟khoo-mí-sióng？
1180,日語外來詞kap例句,你這擺𤆬團，一定提著蓋濟khoo-mí-sióng乎？
1181,日語外來詞kap例句,這領khòo-tòo是阮媽媽在生上佮意的衫。
1182,日語外來詞kap例句,這台車是手排的，著愛會曉用khu-lá-tsih才有才調駛。
1183,日語外來詞kap例句,天氣冷矣，你的面愛抹一寡khu-lì-mù，面才袂必必。
1184,日語外來詞kap例句,天氣反寒，愛抹寡khu-lì-mù，面較袂hau-hau。
1185,日語外來詞kap例句,這塊pháng內底的餡是khu-lì-mù的，囡仔人一定足愛食的。
1186,日語外來詞kap例句,這塊pháng內底的khu-lì-mù猶閣燒燒，囡仔人穩愛食的。
1187,日語外來詞kap例句,電腦時行了後，聽la-jí-ooh的人就沓沓仔變少矣。
1188,日語外來詞kap例句,人咧招拍球，緊來去借一支la-kiat-tooh。
1189,日語外來詞kap例句,這件代誌到今應該算是la̋i-jiòo-bù矣。
1190,日語外來詞kap例句,安啦，遮有我佇咧，一定la̋i-jiòo-bù啦。
1191,日語外來詞kap例句,做你放心，有我佇遮，一定la̋i-jiòo-bù啦。
1192,日語外來詞kap例句,天氣變熱，足濟查埔人咧穿la̋i-lìn-gù。
1193,日語外來詞kap例句,買香的時陣，頭家會送一支lài-tah。
1194,日語外來詞kap例句,我想欲食薰，你有lài-tah無？
1195,日語外來詞kap例句,這項菜內底有摻檸檬著毋？檸檬味真厚真芳。
1196,日語外來詞kap例句,有一寡cosplay的衫是有車lè-sìr的。
1197,日語外來詞kap例句,這台li-á-khah後壁載足濟物件。
1198,日語外來詞kap例句,彼兩台li-á-khah的後壁，車足濟物件。
1199,日語外來詞kap例句,彼台li-á-khah的頂懸疊足濟物件。
1200,日語外來詞kap例句,古早人攏用lia̋n-táng起火。
1201,日語外來詞kap例句,Li̋n-jín加食一寡對目睭蓋好蓋有幫助。
1202,日語外來詞kap例句,加食li̋n-jín對目睭有真大的幫助。
1203,日語外來詞kap例句,較早lìn-gòo是貴參參的果子。
1204,日語外來詞kap例句,較早有一款lìn-gòo叫做五爪lìn-gòo，是蓋貴重的物件。
1205,日語外來詞kap例句,較早有一款lìn-gòo叫做五爪lìn-gòo，是蓋貴重的等路。
1206,日語外來詞kap例句,你若無提loo-lài-bà捘，會捘袂絚。
1207,日語外來詞kap例句,彼lòo-suh炒筍絲蓋好食，蓋著味ōo。
1208,日語外來詞kap例句,猶原有袂少人會穿lóo-lí-á。
1209,日語外來詞kap例句,有朋友感覺穿lóo-lí-á出門是真失禮的代誌。
1210,日語外來詞kap例句,先生，伊這幾工拍寒拍熱，敢會是著ma-lá-lí-á？
1211,日語外來詞kap例句,Sia̋n-sé，伊這幾工連鞭喝寒連鞭喝熱，敢會是著ma-lá-lí-á？
1212,日語外來詞kap例句,毋好猶未減肥就去參加ma-lá-sóng，會死人。
1213,日語外來詞kap例句,你人無爽快會用得去予人ma-sá-tsì一下。
1214,日語外來詞kap例句,你人若無爽快會當去hông小ma-sà-tsì一下。
1215,日語外來詞kap例句,這看價數就知影毋是做一般的ma-sà-tsì。
1216,日語外來詞kap例句,彼个阿伯逐擺提著mài-kù就毋肯放，你愛較注意咧莫予伊上台。
1217,日語外來詞kap例句,彼个阿桑見擺攑mài-kù攏袂癮放，實在有影是乎。
1218,日語外來詞kap例句,你若無棄嫌，會當用me-lí-á枋lue̋裝潢。
1219,日語外來詞kap例句,恁若無棄嫌，用me-lí-á枋lue̋做裝潢就真媠矣。
1220,日語外來詞kap例句,最近me-lóng已經大出矣，會當加買一點仔。
1221,日語外來詞kap例句,最近me-lóng已經大出矣，會當加買一屑仔。
1222,日語外來詞kap例句,你好，這是我的mè-sì，面頂有阮公司的住址佮電話。
1223,日語外來詞kap例句,阿媽的mi-sín會當車足濟款物件出來。
1224,日語外來詞kap例句,你欲摻mí-sooh進前愛先試一下仔鹹汫，有的鹹汫無啥仝款。
1225,日語外來詞kap例句,彼mòo-tà有淡薄仔燒燒a，愛予歇睏一下，毋通予伊紡歹去。
1226,日語外來詞kap例句,其實有蓋濟款衫攏用na̋i-lóng做的。
1227,日語外來詞kap例句,入去正式的所在進前，攏愛先掛ne-kut-tái。
1228,日語外來詞kap例句,伊頭殼nőo-sín去矣，莫插伊。
1229,日語外來詞kap例句,這nóo-lih有摻麻仔，足芳呢！
1230,日語外來詞kap例句,Oo-bá-sáng你好，你欲愛的物件佇遮。
1231,日語外來詞kap例句,Oo-jí-sáng失禮，你話講較慢咧，我拄才聽無清楚。
1232,日語外來詞kap例句,Seven-eleven的oo-lián規工攏有咧賣。
1233,日語外來詞kap例句,這仙oo-lín-gióo妝甲媠媠媠，閣無貴呢。
1234,日語外來詞kap例句,這間店賣的oo-lín-gióo攏蓋貴。
1235,日語外來詞kap例句,Oo-nè-sàng你的氣口嘛莫遐爾歹，你先坐落來，有啥物代誌咱好好仔講啦乎。
1236,日語外來詞kap例句,Oo-tóo-bái是誠平常的交通工具，全台灣揣無人袂曉騎oo-tóo-bái的。
1237,日語外來詞kap例句,天氣大寒矣，疊一領òo-bà較好。
1238,日語外來詞kap例句,Pha-tsìn-kòo這陣佇台灣較無流行ā。
1239,日語外來詞kap例句,Tsioo-kóo-lè-tòo乎愛選七十五pha̋-siàn-tooh以上的，對身體較好。
1240,日語外來詞kap例句,台北市長的候選人內面，柯P的支持度pha̋-siàn-tooh較懸。
1241,日語外來詞kap例句,這間pháng店內底的pháng芳甲敢若啥，敢是有摻一寡阿沙不魯的化學藥品？
1242,日語外來詞kap例句,彼跤踏車phàng-kù矣，愛去補內胎a。
1243,日語外來詞kap例句,對學音樂的人來講，會曉搬phi-á-nooh是蓋基本的代誌。
1244,日語外來詞kap例句,Siáng去鬥提一支phiàn-tsih來共釘仔鋏予開。
1245,日語外來詞kap例句,咱會使拍phi̋n-phóng來練身體。
1246,日語外來詞kap例句,Phi̋n-phóng是一項對身體真好的運動。
1247,日語外來詞kap例句,水紡無啥會起去，可能愛閣鬥一台phòng-pù來鬥紡。
1248,日語外來詞kap例句,水紡袂起去，可能愛鬥一台phàng-phù來紡。
1249,日語外來詞kap例句,彼台直升機的phu-lóo-phé-lá開始咧轉矣，咱愛閃較開咧，才袂有危險。
1250,日語外來詞kap例句,有人佇風颱天peh山煞揣無路，地方政府就派一台phu-lóo-phé-lá緊共伊揣轉來。
1251,日語外來詞kap例句,彼對翁仔某學的是正派的pu-lù-sù，跳甲誠好看。
1252,日語外來詞kap例句,In兩个翁仔某跳的pu-lù-sù真正派。
1253,日語外來詞kap例句,Sa-khá-lí-bah內底賣的點心，味是有較重淡薄仔。
1254,日語外來詞kap例句,咱來去Sa-khá-lí-bah食蚵仔煎佮棺柴枋。
1255,日語外來詞kap例句,佇日本，sa-khú-lah開的彼當陣規坪紅記記蓋媠。
1256,日語外來詞kap例句,食日本料理定定會點sa-sí-mih來食。
1257,日語外來詞kap例句,食sa-sí-mih的時會使搵一寡ua-sá-bih佮豆油。
1258,日語外來詞kap例句,這項菜是阮頭家招待的，予恁sa-bì-sù一下。
1259,日語外來詞kap例句,阮買遮爾濟物件，頭家你嘛sa-bì-sù一下算較俗咧。
1260,日語外來詞kap例句,你才買兩百箍就叫我共你sa-bì-sù，你食較䆀咧啦。
1261,日語外來詞kap例句,你先量一下仔sài-sù，才袂講買轉去才發覺穿袂lueh。
1262,日語外來詞kap例句,你買家具進前先量一下仔sài-sù。
1263,日語外來詞kap例句,應該愛對國小、初中就開始教sak-khuh按怎用較著。
1264,日語外來詞kap例句,咱買物件進前著先看sa̋m-phú-luh看覓，看有佮意無。
1265,日語外來詞kap例句,到今，查埔囡仔若欲參加正式的宴會，嘛是仝款愛穿se-bí-looh。
1266,日語外來詞kap例句,咱按呢做應該是無問題、sè-hù啦。
1267,日語外來詞kap例句,你先粗坯做一下才閣來si-á-geh就好。
1268,日語外來詞kap例句,咱欲去予人請進前先來去siat-tooh一下。
1269,日語外來詞kap例句,欲過年ā，逐家攏會去頭毛店予人siat-tooh一下。
1270,日語外來詞kap例句,這軀siat-tsuh愛疊一个好的ne-kut-tái較正式。
1271,日語外來詞kap例句,早起時會用得用sio̍k-pháng𩛩卵煎做早起頓。
1272,日語外來詞kap例句,這坩sir-tián-lè-sù的鼎是雙胎的ōo。
1273,日語外來詞kap例句,這坩sir-tián-lè-sù的鼎是雙胎的ōo。
1274,日語外來詞kap例句,青菜煠好了後才閣摻一寡sòo-sù。
1275,日語外來詞kap例句,查某人騎su-khú-tà較好，騎大隻的，會捒袂振動。
1276,日語外來詞kap例句,查某人騎su-khù-tà較好，騎大隻的，會捒袂振動。
1277,日語外來詞kap例句,老歲仔騎su-khù-tà較好，彼種一二五的，會牽袂贏。
1278,日語外來詞kap例句,借我一跤su-lit-pah拍虼蚻。
1279,日語外來詞kap例句,彼間牛肉場有咧跳su-tó-lip-puh。
1280,日語外來詞kap例句,有抓耙仔報講彼間牛肉場有咧跳su-tó-lip-puh，所以警察佇後壁徛壁欲來掠。
1281,日語外來詞kap例句,阮查某孫上愛食sú-sih。
1282,日語外來詞kap例句,古早時的飯會配一粒梅仔佮一塊tha-khú-áng。
1283,日語外來詞kap例句,佇咧古早時陣，便當攏會佮一粒梅仔佮一塊tha-khú-áng。
1284,日語外來詞kap例句,大眾運輸較普遍了後，tha-khú-sih就無啥人坐ā。
1285,日語外來詞kap例句,睏tha-thá-mih比睏眠床較涼較爽快。
1286,日語外來詞kap例句,Tha-thá-mih佇反天的時陣嘛袂溼溼，睏起來較快活。
1287,日語外來詞kap例句,伊彼台車最近愛來換thài-ià。
1288,日語外來詞kap例句,我彼台車最近才共四粒thài-ià全部換過。
1289,日語外來詞kap例句,這種thài-lù較袂跙人，較袂跋倒。
1290,日語外來詞kap例句,灶跤的thài-lù已經必開矣，愛敲電話叫師傅來換。
1291,日語外來詞kap例句,這種thak-khooh的肉蓋厚、蓋𩚨、蓋好食。
1292,日語外來詞kap例句,Thàn-gòo是一款蓋文雅的舞步。
1293,日語外來詞kap例句,In跳thàn-gòo跳甲滿埕四界飛。
1294,日語外來詞kap例句,這thàng-sù是阿媽的嫁粧佮來的。
1295,日語外來詞kap例句,拍the-ní-suh愛走來走去，蓋忝。
1296,日語外來詞kap例句,Seven-eleven的thia̋n-pú-lah四支五十箍。
1297,日語外來詞kap例句,Ke-lâng廟口的thia̋n-pú-lah上有名。
1298,日語外來詞kap例句,彼擔暗時佇夜市仔咧喝賣thia̋n-pú-lah，誠受歡迎，生理有夠好的。
1299,日語外來詞kap例句,駛thoo-lá-khuh了後，伊的身體變較䆀。
1300,日語外來詞kap例句,Thoo-lá-khuh駛過去了後，烏煙黗飛四界，空氣有夠䆀。
1301,日語外來詞kap例句,這馬thoo-má-tooh愈來愈甜，毋好食傷濟。
1302,日語外來詞kap例句,以早的tóo-sàng蓋有尊嚴，佮這馬的無啥仝款。
1303,日語外來詞kap例句,查埔囡仔定定會送tsioo-kóo-lè-tòo予查某囡仔，想袂到煞予人愈食愈肥。
1304,日語外來詞kap例句,這馬蓋濟查埔囡仔會送tsioo-kóo-lè-tòo予查某囡仔食。
1305,日語外來詞kap例句,你去店裡若食了愛會記得予人tsit-puh。
1306,日語外來詞kap例句,彼間的u-lóng麵蓋𩚨，有閒的時陣會使做伙去食看覓。
1307,日語外來詞kap例句,In一定是練習誠久才有法度跳ua-lú-tsuh跳甲遮爾媠。
1308,日語外來詞kap例句,下晡的門口埕，la-jí-ooh傳來ua-lú-tsuh的歌。
1309,日語外來詞kap例句,這ua-sá-bih哪會遐爾薟啦？薟甲我著擤鼻。
1310,日語外來詞kap例句,這ua-sá-bih足薟的，mőo 搵傷濟。
1311,日語外來詞kap例句,穿ua̋i-siat-tsuh看起來較有精神。
1312,日語外來詞kap例句,你穿ua̋i-siá-tsuh看起來較有精神款。
1313,日語外來詞kap例句,這馬ùn-tsiàng趁錢是愈來愈辛苦。
1314,日語外來詞kap例句,做ùn-tsiàng是愈來愈歹趁錢。
1315,日語外來詞kap例句,這間飯店的nè-tsiàng攏足有禮貌的。
1316,日語外來詞kap例句,Tshia̋n-pá-lah是阮阿公較早上愛看的戲。
1317,日語外來詞kap例句,你若欲顧胃腸，予胃腸較好咧，愛會記得逐工食ua-khá-móo-tooh。
1318,日語外來詞kap例句,有的衫伊的布料是thia̍t-thóo-lóng。
1319,日語外來詞kap例句,這親情來，咱來去買a̋ng-khóo-í-mooh予伊做oo-mí-á-gè紮轉去。
1320,phuà-pēnn破病,陳先生你好，身軀佗位無爽快？
1321,phuà-pēnn破病,感覺有發燒，會畏寒。
1322,phuà-pēnn破病,燒幾工a？
1323,phuà-pēnn破病,對頂禮拜四開始到今仔日拜二，攏總六工a。
1324,phuà-pēnn破病,好。以後若是發燒超過兩工，著愛隨來檢查ōo。
1325,phuà-pēnn破病,嚨喉敢有按怎？敢有感覺擽擽？
1326,phuà-pēnn破病,有，有時仔會感覺嚨喉擽擽。
1327,phuà-pēnn破病,頭殼lē？
1328,phuà-pēnn破病,敢有嗽？當時會嗽？
1329,phuà-pēnn破病,半暝較會嗽。
1330,phuà-pēnn破病,痰是啥物色的？
1331,phuà-pēnn破病,痰是青色有膿。毋過有當時仔內底有血。
1332,phuà-pēnn破病,請佇外口小等一下，等咧若喝著你的名才閣入來。
1333,phuà-pēnn破病,先生你好，會用得入來看報告矣。
1334,phuà-pēnn破病,照檢查結果來看是無著流感，就是較嚴重的感冒爾爾。免煩惱。
1335,phuà-pēnn破病,因為這擺發燒較重，我會開這粒粉紅的予你。這是抗生素，一工食一粒，一定愛照起工食ōo。
1336,phuà-pēnn破病,我嘛會閣開另外一種的退燒藥仔予你，彼若是粉紅的食了過一點鐘猶是無效，你就閣食一粒這退燒藥仔。
1337,phuà-pēnn破病,好，按呢就無代誌啦乎。
1338,phuà-pēnn破病,請去外口等藥單佮健保卡。
1339,phuà-pēnn破病,你挈這張藥單佮健保卡，對彼爿的樓梯行起去，到五樓領藥仔。
1340,phuà-pēnn破病,阿瑞感冒ā，拜託你，替伊請假。
1341,phuà-pēnn破病,曾的感冒ā，拜託你替伊請假。
1342,phuà-pēnn破病,阿莊感冒ā，拜託，你替伊請假。
1343,phuà-pēnn破病,真失禮，我感冒ā，直直流鼻，人規工攏無啥爽快，敢若閣發燒。
1344,服務台,各位來賓你好，歡迎參加這見的展覽。
1345,服務台,祝恁健康快樂，萬事如意，多謝。
1346,服務台,手機仔phàng見的貴賓，請來第二服務台，勞力。
1347,服務台,蔡文玉小姐、蔡文玉小姐，你的朋友當咧揣你，請到第一服務台相等，多謝。
1348,服務台,楊東萍先生、楊東萍先生，恁老母當咧揣你，請到第二櫃台相等，多謝。
1349,服務台,薛丞宏阿桑、薛丞宏阿桑，恁某當咧揣你，請到正門門口相等，勞力。
1350,氣象,我是阿宏。各位觀眾朋友，逐家gâu早。
1351,氣象,咱來看這禮拜的天氣。對這張圖面頂乎，咱來看遮。
1352,氣象,佇太平洋遮有一粒足厚的雲，這粒雲就是熱帶性低氣壓。
1353,氣象,低氣壓入來南海了後會增強，差不多是今仔日暗時抑是明仔載會變做風颱。
1354,氣象,差不多是拜六暗到禮拜，所以去澎湖、金門的朋友，抑是欲出國的朋友著較細膩的。
1355,氣象,紲落來，今年第五號風颱，珍珠風颱，佇遮。
1356,氣象,啊對咱台灣的影響就是雲會徙較倚入來，會有西北雨。
1357,氣象,這粒風颱，差不多是拜六、禮拜經過日本東爿的外海。
1358,氣象,猶毋過離日本應該閣有一塊仔，應該是無直接的影響。但是會有雨啦。
1359,氣象,所以講，欲去日本的朋友，可能會小khua̋仔受著天氣的影響，但是風颱應該是無啥影響。
1360,氣象,啊佮咱台灣有關係的是拄才講的，南爿有水氣紮入來，雨會一直落到拜三。
1361,氣象,可能南部、東部會有淡薄仔雨。北部、中部可能著愛注意西北雨。
1362,氣象,所以觀眾朋友出門愛會記得紮雨傘őo。
1363,氣象,未來的天氣差不多是這種情形。
1364,氣象,若問講最近紲落來敢閣會有風颱？上少這四五工是無khuàinn啦。觀眾朋友應該是免煩惱。
1365,補句_316,車挵一下，規鉼鐵鉼攏㧌去矣。
1366,補句_316,起飛佮降落的時，請共你的椅仔撨予直、桌仔收予好。
1367,補句_316,使用安全帶的時，共安全帶縖予好，搝予絚。若欲敨開，向外面撥一下，就會使拍開。
1368,補句_316,本機艙攏總有十个緊急出口。
1369,補句_316,使用的方法佮所在，攏有標誌佮說明。
1370,補句_316,緊急逃生的時，請共懸踏鞋褪掉，莫紮行李。
1371,補句_316,有關安全救生事項，請參考安全說明卡。感謝。
1372,補句_316,我共簽一百空七萬，結果今仔日開七號。
1373,補句_316,我共你報空八佮二七。
1374,補句_316,你簽幾號？我按算簽兩星，一空碰二空。
1375,補句_316,阿伯，幫我簽七號孤支，寫五十。
1376,補句_316,"空一碰四九，兩个號碼孤碰, 寫一百。"
1377,補句_316,一四碰二六就是孤碰，寫兩百。
1378,補句_316,一空坐專車，坐一車，碰其他四十八號的價數，欲到四千箍。
1379,補句_316,空一、空八、二二，三號，碰兩、三星，寫五十箍。
1380,補句_316,各位阿姨阿伯逐家好乎，咱今仔日欲來介紹的是乎，咱拜二欲開的三星的版路。
1381,補句_316,十八仔！
1382,補句_316,Pí-tsi!
1383,補句_316,恁的門開開開開，是出啥代誌？
1384,補句_316,這我欲。
1385,補句_316,我欲挃。
1386,補句_316,緊khài啦！
1387,補句_316,行khài看覓。
1388,補句_316,較講嘛彼。
1389,補句_316,阮公司的住所是佇台中市清水區北埔里五鄰大街路一段兩百七十四巷九弄八號三樓。
1390,補句_316,總統府徛佇台北市重慶南路一段一百二十二號。
1391,補句_316,物件原來佇遮，我實在是大目新娘無看eh灶。
1392,補句_316,六跤無看eh影。
1393,補句_316,無看eh較會過心。
1394,補句_316,我沓沓仔無看eh光佮烏暗。
1395,補句_316,無聽eh聲嘛無看eh影。
1396,補句_316,紲接共挔柴添火著，上好予𪜶兩爿愈觸愈激膠，攑刀相刜。
1397,補句_316,後來阿爸𪜶兄弟分家，阿母已經是一个真𠢕的內助。
1398,補句_316,毋但飼豬飼雞鴨，閣兼落田種菜蔬來補貼厝內的開銷。厝邊頭尾呵咾甲會觸舌。
1399,補句_316,你看你的頭毛黏黐黐，全部膏膏做一伙。
1400,補句_316,伊招十外个信會得過的兄弟仔做伙去張縣長。
1401,補句_316,祝你大趁錢。
1402,補句_316,食甜甜過好年。
1403,補句_316,新娘新娘媠噹噹，褲底好好無破空。新郎杯仔捀懸懸，囝孫代代中狀元！
1404,補句_316,手牽手，天長地久。喙拄喙，萬年富貴。
1405,補句_316,來食新娘一杯茶，予恁一年生雙个。
1406,補句_316,哪是你？
1407,補句_316,哪是？毋是啦！
1408,補句_316,哪是你講的？毋是啦！
1409,補句_316,哪是？毋是啦！
1410,補句_316,代誌哪是親像伊講的彼款？
1411,補句_316,你是做毋著啥，無哪著遮爾可憐？
1412,補句_316,這茶無好，歹落喉。
1413,補句_316,伊出彼个價數拍歹行情。
1414,補句_316,你是阿娟的後生呢？
1415,補句_316,你毋敢矣呢？
1416,補句_316,三十歲以後就做仙a--hiooh，毋免食飯ā--hiooh？
1417,補句_316,三十歲以後就做仙a--siooh，毋免食飯ā--hiooh？
1418,補句_316,欶空氣就飽矣呢？
1419,補句_316,哎喲喂閣新的--liooh！
1420,補句_316,莫去啦嘿。
1421,補句_316,感恩hânn！
1422,補句_316,毋通逐工激屎面hânn。
1423,補句_316,講台語曷免開錢ā。
1424,補句_316,醫生，阮老母的目睭看起來曷無按怎，會使免開刀無？
1425,補句_316,彼時曷無灶嘛無鼎，厝內是真散赤。
1426,補句_316,彼時曷無灶佮鼎，厝內是真散赤。
1427,補句_316,這馬曷著過年才有肉通好食？
1428,補句_316,本成是一个事實，曷需要我去辯解？
1429,補句_316,慢且咧，你毋著先共功課寫了才去耍。
1430,補句_316,出車禍毋著緊叫救護車！
1431,補句_316,今仔日毋免錢。
1432,補句_316,毋免你家婆。
1433,補句_316,我愛去抑免？毋免--hiooh？
1434,補句_316,等無你，阮毋才先行。
1435,補句_316,較鹹毋才食會落。
1436,補句_316,彼間店滷肉飯傷細碗，食袂飽。
1437,補句_316,伊食未飽，就趕緊欲出門。
1438,補句_316,煮甲遮腥臊著。
1439,補句_316,生甲遐爾媠著。
1440,補句_316,旋甲遮爾緊著。
1441,補句_316,旋甲遮爾密著。
1442,補句_316,雖然有拍折，毋過算算咧根本俗無偌濟。
1443,補句_316,袂，你傷客氣啦。
1444,補句_316,袂，莫想傷濟。
1445,補句_316,會，我哺會贏。
1446,補句_316,會，明仔暗穩落雨的。
1447,補句_316,Hui̋-lú-muh咧曝咧洗。
1448,補句_316,你講，我有像阿滿姨按呢惜𪜶無?
1449,補句_316,佳哉𪜶有阿姆你咧教咧惜。
1450,補句_316,當月桃花的喙猶閣咧卯咧卯咧的時，山跤傳來一陣仔一陣的歌聲。
1451,補句_316,歌聲愈來愈倚近，聽khài親像是少年家的款.
1452,補句_316,這三个踮遐頭殼抓咧抓咧，想真久都想無。
1453,補句_316,七、八十年前的代誌，親像走馬燈咧遨咧踅。
1454,補句_316,你看，你到今一箍遛遛。
1455,補句_316,你看你到今一箍遛遛。
1456,補句_316,你看我殕殕，我看你霧霧。
1457,補句_316,恁大嫂準若驚油煙，我來煮就會使。
1458,補句_316,毋是干焦用喝的叫逐家愛團結就會使。
1459,補句_316,猶有汽水，傷濟糖。當然酒嘛袂使。
1460,補句_316,最近有兩件社會新聞，予我閣感慨起來，無講袂使。
1461,補句_316,大川講：「好，我都猶閣咧想閣。」
1462,補句_316,我才無咧綴伊倯閣。
1463,補句_316,都毋是咧神經閣。
1464,補句_316,家己落台了後煞講：「毋成猴，也佮人登台表演閣。」
1465,補句_316,我驚去予厝邊兜加講話閣。
1466,疊字詞,人人去泅水，干焦阿英毋去。
1467,疊字詞,事事攏愛倚靠人。
1468,疊字詞,日日消磨，無趁錢袂用得。
1469,疊字詞,步步攏愛教。
1470,疊字詞,一一解說清楚。
1471,疊字詞,萬萬毋通去。
1472,疊字詞,足足予伊趁三百萬。
1473,疊字詞,白白食一頓。
1474,疊字詞,這碗飯冷冷。
1475,疊字詞,附近的工廠攏會佇三更半暝偷偷仔排垃圾水，所以最近溝仔水攏濁濁，逐家只好買RO水來啉。
1476,疊字詞,這粒梨仔脆脆真好食。
1477,疊字詞,肉愛先佮料攪攪咧才開始煎。
1478,疊字詞,馬鈴薯佮蔥頭愛先抐抐開才通開始炒。
1479,疊字詞,抐抐咧就共崁起來翕一時。
1480,疊字詞,想想咧猶是決定bua̋i去。
1481,疊字詞,睏睏咧才閣講。
1482,疊字詞,衫收收予好緊去睏。
1483,疊字詞,肉愛炒炒予熟才通好食。
1484,疊字詞,代誌愛共問問咧。
1485,疊字詞,代誌愛共問予清清楚楚。
1486,疊字詞,花矸仔囥佇遐好勢好勢，你共伊挵挵破創啥？
1487,疊字詞,花矸仔囥佇遐好勢好勢，你共伊挵挵破創啥？
1488,疊字詞,阿弟仔猶未發喙齒，所擺媽攏愛先共飯哺哺予幼才予弟食。
1489,疊字詞,遐的索仔割割予斷。
1490,疊字詞,遐的塗豆共擘擘予開.
1491,疊字詞,你若好奇烏蒜頭的做法，其實彼曷無啥，蒜頭擘擘予開曝予焦就完成ā。
1492,疊字詞,高麗愛烘烘予軟才切會開。
1493,疊字詞,高麗愛烘烘予軟才切會開。
1494,疊字詞,塑膠管愛烘烘予軟才有法度拗予曲.
1495,疊字詞,你麵煮甲燒燒燒。
1496,疊字詞,寒天的水冷冷冷。
1497,疊字詞,伊的面粉粉粉。
1498,疊字詞,肥肉食傷濟飫飫飫。
1499,疊字詞,你的皮膚摸起來幼幼幼，袂輸若囡仔咧。
1500,疊字詞,伊足大箍肉肉肉。
1501,疊字詞,彼蕊花開甲紅紅紅。
1502,疊字詞,這枝竹篙長長長。
1503,疊字詞,彼粒石頭𠕇𠕇𠕇。
1504,疊字詞,這碗塗豆湯炕甲綿綿綿，誠好落喉。
1505,疊字詞,伊的皮膚白白白。
1506,疊字詞,山頂攏罩霧，白茫茫啥物攏看無。
1507,疊字詞,伊驚甲面色白sut-sut。
1508,疊字詞,蔥仔佮菜頭攏白蔥蔥。
1509,疊字詞,伊的皮膚白蔥蔥。
1510,疊字詞,我的鞋仔洗甲白鑠鑠。
1511,疊字詞,老骨𠕇khong-khong，老皮袂過風。
1512,疊字詞,光iànn-iànn的店內啥物攏有咧賣，厝邊隔壁煮菜的時無鹽、無豆油，攏會叫厝裡的囡仔走來買。
1513,疊字詞,照理講，都九點外ā，外口的天色應當是光iànn-iànn才著！是按怎猶閣是暗殕殕？
1514,疊字詞,月娘光iànn-iànn，賊仔偷挖壁。
1515,疊字詞,出去活跳跳，轉厝食一下死翹翹。
1516,疊字詞,你頭毛喙鬚白，老硞硞矣，猶閣想欲佮人娶媠某喔？
1517,疊字詞,等我趁有錢了後，咱來去世界行透透。
1518,疊字詞,伊無暝無日南北二路行透透。
1519,疊字詞,伊咧問逐家欲食啥。我欲芳貢貢的油蔥餅，你咧？
1520,疊字詞,芳貢貢閣膨皮膨皮，真想欲共偷唚一下。
1521,疊字詞,王太太，恁新婦實在真𠢕，煮甲規桌芳貢貢。
1522,疊字詞,今仔日外口的天氣冷吱吱，看你規个人寒甲欲擋袂牢ā，先去洗身軀看會較好無。
1523,疊字詞,我拄才騎oo-tóo-bái騎甲規个人冷吱吱，敢袂使先予我洗身軀？
1524,疊字詞,這枝劍磨甲利閃閃。
1525,疊字詞,彼个查埔食甲肥朒朒。
1526,疊字詞,新娘衫若無紅phànn-phànn，按呢哪會喜氣？
1527,疊字詞,你的面紅記記，是咧歹勢喔？
1528,疊字詞,這粒lìn-gòo看起來紅記記，愛緊食，無驚會傷紅。
1529,疊字詞,阿爸的頭毛本底烏㽎㽎，才無幾年煞攏白矣。
1530,疊字詞,阿兄，頭前的路烏趖趖，咱就莫行過去矣好無？
1531,疊字詞,菜瓜布用甲規塊烏趖趖，緊共擲挕捒。
1532,疊字詞,"這頂眠床狹櫼櫼, 鬥𤲍燒。"
1533,疊字詞,塗跤拄揉好，滑遛siuh，著細膩聊聊仔行。
1534,疊字詞,面憂面結咧想啥物代誌？
1535,疊字詞,醉茫茫千萬毋通駛車，愛叫計程車。橫直連酒攏開a，莫儉這毋成錢啦。
1536,疊字詞,便當雖然已經冷去矣，但是每一喙攏感受會著燒滾滾的愛。
1537,疊字詞,算我拜託你，彼支茶鈷猶閣燒燙燙mőo摸。
1538,疊字詞,你煮一个飯煮甲鹹篤篤，敢會食得？
1539,疊字詞,伊寒甲咇咇掣。
1540,疊字詞,伊佇塗跤硞硞輾。
1541,疊字詞,你球愛囥予好，無等咧硞硞輾會揣無。
1542,疊字詞,厝內的工課沓沓滴滴，逐項攏愛我做，哪做會了。
1543,疊字詞,厝內的工課沓沓滴滴，逐項攏愛我做，哪做會了？
